1.00000000  0.00000000
0.98429268  0.00167051
0.96858924  0.00366082
0.95289355  0.00592311
0.93720948  0.00841479
0.92154090  0.01109800
0.90589169  0.01393915
0.89026569  0.01690842
0.87466677  0.01997933
0.85909877  0.02312835
0.84356553  0.02633454
0.82807090  0.02957912
0.81261869  0.03284527
0.79721270  0.03611772
0.78185676  0.03938262
0.76655464  0.04262723
0.75131011  0.04583977
0.73612695  0.04900925
0.72100889  0.05212534
0.70595967  0.05517828
0.69098301  0.05815878
0.67608258  0.06105797
0.66126208  0.06386738
0.64652516  0.06657889
0.63187545  0.06918478
0.61731657  0.07167768
0.60285211  0.07405066
0.58848564  0.07629721
0.57422071  0.07841131
0.56006083  0.08038746
0.54600950  0.08222074
0.53207019  0.08390683
0.51824633  0.08544207
0.50454133  0.08682353
0.49095858  0.08804899
0.47750144  0.08911699
0.46417321  0.09002687
0.45097718  0.09077877
0.43791662  0.09137363
0.42499475  0.09181319
0.41221475  0.09209998
0.39957977  0.09223726
0.38709295  0.09222907
0.37475734  0.09208008
0.36257601  0.09179563
0.35055195  0.09138161
0.33868813  0.09084443
0.32698749  0.09019093
0.31545289  0.08942831
0.30408720  0.08856403
0.29289322  0.08760576
0.28187370  0.08656128
0.27103137  0.08543837
0.26036891  0.08424477
0.24988893  0.08298804
0.23959403  0.08167556
0.22948676  0.08031437
0.21956959  0.07891116
0.20984499  0.07747219
0.20031534  0.07600322
0.19098301  0.07450949
0.18185028  0.07299565
0.17291943  0.07146577
0.16419264  0.06992326
0.15567207  0.06837092
0.14735984  0.06681091
0.13925797  0.06524474
0.13136849  0.06367335
0.12369332  0.06209704
0.11623437  0.06051558
0.10899348  0.05892823
0.10197242  0.05733377
0.09517295  0.05573059
0.08859672  0.05411671
0.08224537  0.05248985
0.07612047  0.05084754
0.07022351  0.04918712
0.06455597  0.04750586
0.05911923  0.04580102
0.05391464  0.04406989
0.04894348  0.04230991
0.04420699  0.04051867
0.03970631  0.03869401
0.03544258  0.03683406
0.03141684  0.03493730
0.02763008  0.03300257
0.02408324  0.03102914
0.02077719  0.02901672
0.01771275  0.02696548
0.01489067  0.02487606
0.01231166  0.02274960
0.00997634  0.02058766
0.00788530  0.01839231
0.00603904  0.01616602
0.00443804  0.01391168
0.00308267  0.01163257
0.00197327  0.00933226
0.00111013  0.00701465
0.00049344  0.00468386
0.00012337  0.00234417
0.00000000  0.00000000
0.00012337  -0.00143950
0.00049344  -0.00287861
0.00111013  -0.00431695
0.00197327  -0.00575419
0.00308267  -0.00719005
0.00443804  -0.00862433
0.00603904  -0.01005690
0.00788530  -0.01148774
0.00997634  -0.01291693
0.01231166  -0.01434466
0.01489067  -0.01577123
0.01771275  -0.01719706
0.02077719  -0.01862266
0.02408324  -0.02004863
0.02763008  -0.02147567
0.03141684  -0.02290451
0.03544258  -0.02433594
0.03970631  -0.02577075
0.04420699  -0.02720972
0.04894348  -0.02865357
0.05391464  -0.03010296
0.05911923  -0.03155841
0.06455597  -0.03302030
0.07022351  -0.03448882
0.07612047  -0.03596394
0.08224537  -0.03744535
0.08859672  -0.03893248
0.09517295  -0.04042440
0.10197242  -0.04191985
0.10899348  -0.04341719
0.11623437  -0.04491437
0.12369332  -0.04640894
0.13136849  -0.04789803
0.13925797  -0.04937834
0.14735984  -0.05084614
0.15567207  -0.05229729
0.16419264  -0.05372727
0.17291943  -0.05513115
0.18185028  -0.05650368
0.19098301  -0.05783927
0.20031534  -0.05913209
0.20984499  -0.06037605
0.21956959  -0.06156491
0.22948676  -0.06269231
0.23959403  -0.06375182
0.24988893  -0.06473703
0.26036891  -0.06564161
0.27103137  -0.06645936
0.28187370  -0.06718428
0.29289322  -0.06781067
0.30408720  -0.06833315
0.31545289  -0.06874676
0.32698749  -0.06904699
0.33868813  -0.06922987
0.35055195  -0.06929198
0.36257601  -0.06923051
0.37475734  -0.06904331
0.38709295  -0.06872887
0.39957977  -0.06828641
0.41221475  -0.06771582
0.42499475  -0.06701771
0.43791662  -0.06619337
0.45097718  -0.06524478
0.46417321  -0.06417455
0.47750144  -0.06298592
0.49095858  -0.06168269
0.50454133  -0.06026919
0.51824633  -0.05875024
0.53207019  -0.05713103
0.54600950  -0.05541716
0.56006083  -0.05361447
0.57422071  -0.05172906
0.58848564  -0.04976723
0.60285211  -0.04773537
0.61731657  -0.04563999
0.63187545  -0.04348764
0.64652516  -0.04128493
0.66126208  -0.03903850
0.67608258  -0.03675505
0.69098301  -0.03444137
0.70595967  -0.03210444
0.72100889  -0.02975146
0.73612695  -0.02739000
0.75131011  -0.02502818
0.76655464  -0.02267477
0.78185676  -0.02033948
0.79721270  -0.01803319
0.81261869  -0.01576822
0.82807090  -0.01355866
0.84356553  -0.01142076
0.85909877  -0.00937332
0.87466677  -0.00743810
0.89026569  -0.00564034
0.90589169  -0.00400922
0.92154090  -0.00257847
0.93720948  -0.00138687
0.95289355  -0.00047891
0.96858924  0.00009465
0.98429268  0.00027606
1.00000000  0.00000000
